Segment,Q1.a,Q4.a.3,Q4.a.4,Q4.a.5,Q4.a.6,Q4.a.10,Q4.a.17,Q8.a.1,Q8.a.2,Q8.a.6,Q8.a.8,Q9.a.2,Q9.a.3,Q9.a.4,Q9.a.5,Q9.a.6,Q9.a.8,Q23.a,Q24.a.1
3,2.940541503,0.980180501,0.980180501,0.980180501,2.940541503,0.980180501,4.900902506,2.940541503,0.980180501,2.940541503,0.980180501,0.980180501,1.960361002,0.980180501,1.960361002,0.980180501,1.960361002,0.980180501,3.920722005
2,2.016984796,2.689313062,2.016984796,3.361641327,2.016984796,2.689313062,2.689313062,3.361641327,0.672328265,3.361641327,0.672328265,0.672328265,0.672328265,0.672328265,1.344656531,0.672328265,0.672328265,0.672328265,2.689313062
5,2.220971178,1.110485589,2.220971178,2.220971178,3.331456767,3.331456767,3.331456767,4.441942356,1.110485589,5.552427945,1.110485589,1.110485589,1.110485589,1.110485589,1.110485589,1.110485589,1.110485589,1.110485589,2.220971178
4,1.912899012,1.912899012,0.956449506,1.912899012,4.78224753,0.956449506,2.869348518,4.78224753,0.956449506,4.78224753,0.956449506,0.956449506,0.956449506,0.956449506,1.912899012,0.956449506,0.956449506,0.956449506,3.825798024
4,2.380227617,2.380227617,2.380227617,3.570341426,2.380227617,2.380227617,4.760455235,2.380227617,3.570341426,2.380227617,1.190113809,2.380227617,3.570341426,3.570341426,3.570341426,3.570341426,3.570341426,1.190113809,2.380227617
4,1.566318341,0.391579585,0.391579585,0.78315917,1.174738756,0.391579585,1.566318341,0.78315917,1.566318341,0.78315917,1.957897926,1.174738756,1.174738756,1.174738756,0.78315917,1.174738756,0.391579585,0.391579585,0.391579585
5,6.405511839,3.202755919,1.60137796,3.202755919,6.405511839,3.202755919,4.804133879,6.405511839,1.60137796,6.405511839,4.804133879,3.202755919,3.202755919,3.202755919,3.202755919,3.202755919,4.804133879,1.60137796,3.202755919
1,2.326393471,0.77546449,0.77546449,0.77546449,1.550928981,0.77546449,1.550928981,3.877322452,0.77546449,3.877322452,0.77546449,1.550928981,1.550928981,1.550928981,1.550928981,1.550928981,1.550928981,0.77546449,0.77546449
5,2.235749608,2.235749608,2.235749608,2.235749608,2.235749608,2.235749608,2.235749608,5.58937402,1.117874804,5.58937402,1.117874804,3.353624412,2.235749608,3.353624412,2.235749608,2.235749608,3.353624412,1.117874804,3.353624412
5,2.0696482,1.0348241,1.0348241,3.104472299,2.0696482,1.0348241,3.104472299,4.139296399,1.0348241,4.139296399,4.139296399,3.104472299,3.104472299,3.104472299,3.104472299,1.0348241,3.104472299,1.0348241,4.139296399
1,4.838566728,1.209641682,1.209641682,1.209641682,3.628925046,1.209641682,1.209641682,2.419283364,6.048208409,1.209641682,1.209641682,1.209641682,2.419283364,2.419283364,2.419283364,1.209641682,1.209641682,1.209641682,1.209641682
4,1.693001866,1.693001866,0.846500933,0.846500933,3.386003732,0.846500933,1.693001866,4.232504665,2.539502799,2.539502799,0.846500933,0.846500933,0.846500933,0.846500933,1.693001866,0.846500933,2.539502799,0.846500933,1.693001866
5,3.396794563,1.698397282,1.698397282,1.698397282,6.793589127,1.698397282,1.698397282,8.491986409,1.698397282,6.793589127,1.698397282,1.698397282,1.698397282,3.396794563,3.396794563,3.396794563,3.396794563,1.698397282,3.396794563
5,1.899803845,0.949901923,0.949901923,1.899803845,2.849705768,2.849705768,1.899803845,2.849705768,2.849705768,3.799607691,2.849705768,0.949901923,0.949901923,1.899803845,1.899803845,1.899803845,1.899803845,0.949901923,1.899803845
5,2.220971178,2.220971178,2.220971178,3.331456767,3.331456767,1.110485589,3.331456767,3.331456767,3.331456767,3.331456767,3.331456767,1.110485589,2.220971178,2.220971178,2.220971178,1.110485589,2.220971178,1.110485589,3.331456767
2,1.483195795,4.449587385,1.483195795,2.96639159,2.96639159,2.96639159,4.449587385,4.449587385,4.449587385,2.96639159,4.449587385,1.483195795,4.449587385,4.449587385,4.449587385,1.483195795,1.483195795,1.483195795,5.93278318
3,2.51456089,1.257280445,2.51456089,1.257280445,5.02912178,1.257280445,3.771841335,5.02912178,2.51456089,5.02912178,1.257280445,1.257280445,1.257280445,2.51456089,1.257280445,1.257280445,1.257280445,1.257280445,2.51456089
1,1.432303449,0.716151725,0.716151725,0.716151725,0.716151725,0.716151725,0.716151725,0.716151725,3.580758624,0.716151725,0.716151725,0.716151725,0.716151725,0.716151725,0.716151725,0.716151725,0.716151725,2.864606899,4.296910348
4,2.820105696,0.940035232,0.940035232,2.820105696,4.700176159,1.880070464,2.820105696,0.940035232,2.820105696,3.760140927,0.940035232,1.880070464,1.880070464,1.880070464,1.880070464,0.940035232,1.880070464,0.940035232,2.820105696
2,5.48333373,3.65555582,5.48333373,3.65555582,5.48333373,3.65555582,9.13888955,7.31111164,1.82777791,9.13888955,1.82777791,3.65555582,3.65555582,3.65555582,3.65555582,3.65555582,1.82777791,1.82777791,7.31111164
5,1.776709216,1.776709216,1.776709216,1.776709216,3.553418432,2.665063824,3.553418432,4.44177304,4.44177304,4.44177304,0.888354608,2.665063824,0.888354608,0.888354608,2.665063824,0.888354608,0.888354608,0.888354608,4.44177304
3,3.446478468,0.861619617,0.861619617,0.861619617,4.308098085,0.861619617,3.446478468,3.446478468,0.861619617,3.446478468,2.584858851,1.723239234,1.723239234,1.723239234,1.723239234,1.723239234,1.723239234,0.861619617,3.446478468
5,1.500191609,1.000127739,0.50006387,1.000127739,1.500191609,1.000127739,1.500191609,1.500191609,1.000127739,2.500319349,0.50006387,0.50006387,0.50006387,0.50006387,0.50006387,0.50006387,0.50006387,0.50006387,1.000127739
5,1.772060215,0.886030107,1.772060215,1.772060215,1.772060215,0.886030107,1.772060215,4.430150537,1.772060215,3.54412043,1.772060215,0.886030107,2.658090322,1.772060215,2.658090322,0.886030107,1.772060215,0.886030107,1.772060215
5,3.202755919,1.60137796,1.60137796,3.202755919,3.202755919,1.60137796,1.60137796,8.006889799,3.202755919,8.006889799,3.202755919,1.60137796,1.60137796,1.60137796,1.60137796,1.60137796,1.60137796,1.60137796,3.202755919
3,3.035222134,1.517611067,1.517611067,1.517611067,3.794027668,0.758805534,2.276416601,3.794027668,1.517611067,3.794027668,1.517611067,1.517611067,1.517611067,1.517611067,1.517611067,1.517611067,1.517611067,0.758805534,3.794027668
3,2.820105696,0.940035232,0.940035232,0.940035232,3.760140927,1.880070464,3.760140927,1.880070464,4.700176159,3.760140927,0.940035232,1.880070464,1.880070464,1.880070464,1.880070464,1.880070464,1.880070464,0.940035232,1.880070464
5,2.145862473,1.072931236,1.072931236,1.072931236,3.218793709,1.072931236,3.218793709,5.364656182,5.364656182,5.364656182,5.364656182,2.145862473,3.218793709,3.218793709,3.218793709,3.218793709,3.218793709,1.072931236,4.291724945
5,1.636280982,1.636280982,1.636280982,1.636280982,2.454421472,0.818140491,1.636280982,3.272561963,3.272561963,2.454421472,2.454421472,0.818140491,2.454421472,0.818140491,2.454421472,0.818140491,0.818140491,0.818140491,1.636280982
2,1.988124044,1.988124044,0.994062022,1.988124044,1.988124044,1.988124044,1.988124044,4.970310109,0.994062022,4.970310109,0.994062022,2.982186066,2.982186066,2.982186066,2.982186066,2.982186066,2.982186066,0.994062022,3.976248087
5,3.582986766,1.791493383,1.791493383,1.791493383,2.687240074,1.791493383,2.687240074,2.687240074,3.582986766,2.687240074,3.582986766,0.895746691,0.895746691,0.895746691,0.895746691,0.895746691,0.895746691,0.895746691,2.687240074
3,1.341966076,0.894644051,0.447322025,0.894644051,1.789288101,0.894644051,1.341966076,0.447322025,1.789288101,0.894644051,0.894644051,0.447322025,1.341966076,0.447322025,0.447322025,0.894644051,1.341966076,0.447322025,1.341966076
1,0.625436242,1.876308727,1.876308727,1.250872484,1.876308727,1.250872484,1.876308727,2.501744969,0.625436242,1.876308727,0.625436242,1.250872484,1.250872484,1.250872484,1.250872484,1.250872484,1.250872484,0.625436242,1.250872484
2,1.703821159,3.407642318,2.555731739,3.407642318,1.703821159,4.259552898,3.407642318,2.555731739,2.555731739,2.555731739,2.555731739,1.703821159,1.703821159,1.703821159,1.703821159,0.85191058,1.703821159,0.85191058,1.703821159
5,0.818140491,0.818140491,4.090702454,2.454421472,3.272561963,4.090702454,4.090702454,0.818140491,4.090702454,0.818140491,0.818140491,0.818140491,1.636280982,0.818140491,1.636280982,0.818140491,1.636280982,0.818140491,0.818140491
5,2.539502799,2.539502799,2.539502799,2.539502799,2.539502799,1.693001866,2.539502799,0.846500933,1.693001866,3.386003732,4.232504665,1.693001866,1.693001866,1.693001866,1.693001866,1.693001866,0.846500933,0.846500933,2.539502799
5,2.51456089,2.51456089,1.257280445,2.51456089,3.771841335,3.771841335,3.771841335,3.771841335,3.771841335,5.02912178,3.771841335,1.257280445,1.257280445,1.257280445,2.51456089,1.257280445,2.51456089,1.257280445,2.51456089
3,3.396550108,1.698275054,1.698275054,1.698275054,3.396550108,1.698275054,1.698275054,8.491375271,8.491375271,8.491375271,1.698275054,1.698275054,3.396550108,1.698275054,3.396550108,3.396550108,1.698275054,1.698275054,3.396550108
1,1.960361002,1.960361002,2.940541503,1.960361002,4.900902506,1.960361002,2.940541503,4.900902506,4.900902506,2.940541503,0.980180501,1.960361002,0.980180501,1.960361002,1.960361002,0.980180501,1.960361002,0.980180501,3.920722005
2,0.653987089,1.961961267,1.961961267,2.615948356,0.653987089,3.269935445,3.269935445,0.653987089,1.961961267,0.653987089,3.269935445,1.961961267,1.307974178,1.961961267,1.961961267,0.653987089,0.653987089,0.653987089,1.961961267
2,0.661792762,1.323585525,0.661792762,1.323585525,2.64717105,0.661792762,1.323585525,0.661792762,0.661792762,3.308963812,3.308963812,0.661792762,1.323585525,0.661792762,1.323585525,0.661792762,0.661792762,0.661792762,2.64717105
2,0.928994143,2.786982429,0.928994143,1.857988286,1.857988286,2.786982429,2.786982429,3.715976572,1.857988286,4.644970715,1.857988286,1.857988286,1.857988286,1.857988286,1.857988286,0.928994143,1.857988286,0.928994143,4.644970715
5,4.506736287,2.253368144,2.253368144,4.506736287,6.760104431,2.253368144,6.760104431,11.26684072,2.253368144,6.760104431,11.26684072,4.506736287,4.506736287,4.506736287,4.506736287,4.506736287,4.506736287,2.253368144,9.013472575
5,7.432272308,1.858068077,1.858068077,1.858068077,1.858068077,1.858068077,5.574204231,9.290340385,9.290340385,3.716136154,5.574204231,1.858068077,3.716136154,1.858068077,3.716136154,1.858068077,1.858068077,1.858068077,1.858068077
5,4.225668144,2.112834072,1.056417036,1.056417036,2.112834072,1.056417036,2.112834072,2.112834072,3.169251108,1.056417036,5.282085179,1.056417036,1.056417036,1.056417036,2.112834072,2.112834072,1.056417036,1.056417036,4.225668144
5,1.482869905,0.370717476,0.370717476,0.741434953,1.112152429,0.370717476,1.853587382,1.853587382,0.370717476,1.853587382,0.370717476,0.741434953,0.741434953,0.741434953,0.741434953,0.370717476,0.741434953,0.370717476,0.370717476
4,2.898992961,0.966330987,0.966330987,0.966330987,2.898992961,1.932661974,2.898992961,0.966330987,1.932661974,1.932661974,1.932661974,1.932661974,1.932661974,1.932661974,1.932661974,0.966330987,1.932661974,0.966330987,2.898992961
5,1.979208726,0.989604363,0.989604363,0.989604363,1.979208726,0.989604363,0.989604363,1.979208726,1.979208726,4.948021816,0.989604363,0.989604363,1.979208726,2.968813089,1.979208726,2.968813089,0.989604363,0.989604363,1.979208726
5,3.23623951,3.23623951,4.854359265,4.854359265,3.23623951,1.618119755,4.854359265,3.23623951,1.618119755,4.854359265,1.618119755,4.854359265,1.618119755,1.618119755,4.854359265,1.618119755,3.23623951,1.618119755,6.472479021
5,3.825798024,2.869348518,1.912899012,2.869348518,3.825798024,1.912899012,2.869348518,1.912899012,2.869348518,2.869348518,1.912899012,1.912899012,1.912899012,1.912899012,1.912899012,1.912899012,0.956449506,0.956449506,2.869348518
5,2.566350013,3.84952502,3.84952502,3.84952502,3.84952502,3.84952502,3.84952502,5.132700027,5.132700027,5.132700027,5.132700027,2.566350013,2.566350013,2.566350013,2.566350013,2.566350013,2.566350013,1.283175007,3.84952502
3,2.461732969,0.820577656,0.820577656,1.641155312,3.282310625,0.820577656,0.820577656,3.282310625,0.820577656,3.282310625,2.461732969,2.461732969,2.461732969,1.641155312,2.461732969,2.461732969,1.641155312,0.820577656,1.641155312
4,1.712296636,0.856148318,0.856148318,1.712296636,2.568444954,1.712296636,1.712296636,0.856148318,0.856148318,4.28074159,0.856148318,0.856148318,0.856148318,0.856148318,0.856148318,1.712296636,1.712296636,0.856148318,0.856148318
4,1.182102859,1.182102859,0.59105143,1.182102859,2.364205719,1.182102859,1.182102859,0.59105143,0.59105143,2.955257148,0.59105143,1.182102859,1.773154289,1.182102859,1.182102859,1.182102859,1.773154289,0.59105143,0.59105143
5,0.818140491,0.818140491,0.818140491,1.636280982,2.454421472,4.090702454,4.090702454,0.818140491,4.090702454,0.818140491,0.818140491,0.818140491,1.636280982,0.818140491,1.636280982,0.818140491,1.636280982,0.818140491,0.818140491
1,2.479446452,2.479446452,1.239723226,3.719169678,1.239723226,2.479446452,3.719169678,1.239723226,6.19861613,1.239723226,6.19861613,1.239723226,1.239723226,1.239723226,2.479446452,1.239723226,1.239723226,1.239723226,1.239723226
3,2.814067968,0.562813594,0.562813594,1.125627187,1.125627187,0.562813594,1.125627187,1.125627187,2.251254374,0.562813594,1.688440781,1.125627187,1.125627187,1.125627187,1.125627187,1.125627187,0.562813594,0.562813594,1.688440781
1,0.523295016,0.523295016,0.523295016,0.523295016,2.616475079,0.523295016,2.616475079,2.093180063,1.046590031,2.616475079,2.616475079,0.523295016,0.523295016,0.523295016,1.046590031,0.523295016,1.569885047,0.523295016,1.569885047
1,3.000198903,1.500099451,1.500099451,3.000198903,6.000397806,1.500099451,3.000198903,3.000198903,1.500099451,3.000198903,1.500099451,3.000198903,3.000198903,3.000198903,3.000198903,1.500099451,1.500099451,1.500099451,3.000198903
4,1.693001866,0.846500933,0.846500933,1.693001866,2.539502799,0.846500933,1.693001866,4.232504665,0.846500933,4.232504665,2.539502799,1.693001866,1.693001866,1.693001866,1.693001866,1.693001866,1.693001866,0.846500933,0.846500933
1,4.522264121,1.13056603,1.13056603,2.261132061,4.522264121,2.261132061,4.522264121,5.652830152,5.652830152,2.261132061,1.13056603,3.391698091,2.261132061,2.261132061,2.261132061,1.13056603,1.13056603,1.13056603,2.261132061
2,5.606857356,1.401714339,1.401714339,2.803428678,4.205143017,1.401714339,1.401714339,7.008571695,7.008571695,7.008571695,7.008571695,2.803428678,4.205143017,2.803428678,4.205143017,1.401714339,1.401714339,1.401714339,5.606857356
4,1.911944726,1.911944726,1.911944726,2.86791709,2.86791709,2.86791709,3.823889453,4.779861816,0.955972363,4.779861816,0.955972363,1.911944726,1.911944726,1.911944726,1.911944726,1.911944726,1.911944726,0.955972363,2.86791709
4,1.046590031,0.523295016,0.523295016,1.569885047,2.093180063,0.523295016,0.523295016,0.523295016,0.523295016,2.616475079,0.523295016,1.569885047,0.523295016,0.523295016,1.046590031,0.523295016,1.046590031,0.523295016,1.046590031
3,1.758202687,0.879101344,1.318652016,0.879101344,0.879101344,0.439550672,1.318652016,1.758202687,0.439550672,1.318652016,1.758202687,1.318652016,0.879101344,0.879101344,1.318652016,1.318652016,1.318652016,0.439550672,0.879101344
4,2.665063824,1.776709216,1.776709216,2.665063824,3.553418432,1.776709216,1.776709216,1.776709216,3.553418432,2.665063824,0.888354608,2.665063824,1.776709216,2.665063824,1.776709216,1.776709216,1.776709216,0.888354608,0.888354608
2,4.793618387,3.195745591,3.195745591,4.793618387,4.793618387,3.195745591,4.793618387,4.793618387,4.793618387,7.989363979,1.597872796,3.195745591,3.195745591,1.597872796,3.195745591,3.195745591,4.793618387,1.597872796,4.793618387
4,2.421258252,2.421258252,0.807086084,1.614172168,4.035430421,1.614172168,1.614172168,0.807086084,0.807086084,2.421258252,2.421258252,1.614172168,0.807086084,0.807086084,0.807086084,0.807086084,1.614172168,0.807086084,3.228344336
5,3.56613551,2.377423673,2.377423673,3.56613551,4.754847347,2.377423673,3.56613551,5.943559183,3.56613551,5.943559183,1.188711837,1.188711837,2.377423673,3.56613551,3.56613551,2.377423673,1.188711837,1.188711837,4.754847347
3,2.377814225,0.792604742,0.792604742,0.792604742,2.377814225,0.792604742,3.170418966,0.792604742,3.963023708,3.963023708,3.963023708,0.792604742,0.792604742,0.792604742,2.377814225,0.792604742,0.792604742,0.792604742,2.377814225
4,2.053076708,1.368717806,1.368717806,2.053076708,2.737435611,0.684358903,2.053076708,2.737435611,3.421794514,3.421794514,0.684358903,1.368717806,1.368717806,0.684358903,1.368717806,0.684358903,1.368717806,0.684358903,1.368717806
4,1.046590031,0.523295016,0.523295016,1.046590031,2.616475079,0.523295016,2.093180063,2.616475079,0.523295016,2.616475079,0.523295016,1.569885047,1.046590031,1.046590031,1.046590031,0.523295016,1.046590031,0.523295016,1.569885047
1,1.246348453,2.492696906,2.492696906,2.492696906,1.246348453,2.492696906,2.492696906,1.246348453,1.246348453,1.246348453,1.246348453,2.492696906,1.246348453,2.492696906,1.246348453,1.246348453,1.246348453,1.246348453,2.492696906
4,3.961316181,2.640877454,2.640877454,2.640877454,5.281754908,2.640877454,3.961316181,3.961316181,3.961316181,3.961316181,3.961316181,3.961316181,1.320438727,1.320438727,3.961316181,1.320438727,3.961316181,1.320438727,3.961316181
5,2.566350013,1.283175007,1.283175007,2.566350013,3.84952502,1.283175007,2.566350013,6.415875034,1.283175007,1.283175007,6.415875034,1.283175007,1.283175007,1.283175007,1.283175007,1.283175007,1.283175007,1.283175007,5.132700027
5,1.415623091,1.415623091,0.707811545,0.707811545,1.415623091,0.707811545,1.415623091,2.123434636,2.123434636,0.707811545,0.707811545,0.707811545,2.123434636,2.123434636,2.123434636,0.707811545,2.123434636,0.707811545,2.123434636
5,2.567491993,2.567491993,2.567491993,3.851237989,5.134983985,2.567491993,3.851237989,6.418729982,2.567491993,6.418729982,2.567491993,1.283745996,1.283745996,2.567491993,2.567491993,1.283745996,1.283745996,1.283745996,2.567491993
4,1.128930488,0.564465244,0.564465244,2.257860976,2.257860976,1.128930488,2.82232622,2.82232622,2.82232622,1.693395732,0.564465244,1.128930488,1.128930488,1.128930488,0.564465244,1.128930488,1.128930488,0.564465244,1.693395732
5,3.716136154,3.716136154,3.716136154,3.716136154,3.716136154,5.574204231,1.858068077,3.716136154,9.290340385,9.290340385,1.858068077,1.858068077,3.716136154,3.716136154,3.716136154,1.858068077,1.858068077,1.858068077,3.716136154
3,2.077016674,0.415403335,0.415403335,1.246210004,1.246210004,0.415403335,0.83080667,1.246210004,0.83080667,1.661613339,0.83080667,0.83080667,0.83080667,0.83080667,0.83080667,0.83080667,1.246210004,0.415403335,1.661613339
4,1.569885047,0.523295016,0.523295016,1.046590031,2.616475079,1.046590031,1.569885047,2.616475079,1.569885047,0.523295016,0.523295016,1.569885047,1.046590031,1.569885047,1.046590031,0.523295016,0.523295016,0.523295016,2.093180063
2,3.216168314,3.216168314,1.608084157,3.216168314,4.824252471,3.216168314,3.216168314,1.608084157,3.216168314,6.432336628,3.216168314,3.216168314,3.216168314,3.216168314,4.824252471,3.216168314,1.608084157,1.608084157,3.216168314
1,1.419974374,0.473324791,0.473324791,0.473324791,1.419974374,0.473324791,0.946649583,1.419974374,1.419974374,1.893299165,1.893299165,0.473324791,0.473324791,0.473324791,0.473324791,0.473324791,0.473324791,0.473324791,1.419974374
5,1.270903951,1.270903951,1.270903951,1.270903951,3.812711853,1.270903951,2.541807902,6.354519755,1.270903951,1.270903951,1.270903951,1.270903951,1.270903951,1.270903951,1.270903951,1.270903951,1.270903951,1.270903951,5.083615804
3,1.875069824,0.937534912,0.937534912,0.937534912,2.812604736,0.937534912,1.875069824,4.68767456,0.937534912,4.68767456,0.937534912,0.937534912,1.875069824,1.875069824,1.875069824,0.937534912,2.812604736,0.937534912,0.937534912
2,1.497913061,2.995826121,1.497913061,1.497913061,1.497913061,1.497913061,1.497913061,1.497913061,3.744782652,2.995826121,1.497913061,0.74895653,0.74895653,0.74895653,0.74895653,0.74895653,0.74895653,0.74895653,2.246869591
5,1.84701155,0.923505775,0.923505775,1.84701155,1.84701155,0.923505775,2.770517326,1.84701155,3.694023101,2.770517326,1.84701155,1.84701155,1.84701155,1.84701155,1.84701155,1.84701155,1.84701155,0.923505775,2.770517326
1,2.098958989,1.049479495,1.049479495,2.098958989,5.247397473,1.049479495,4.197917978,5.247397473,1.049479495,5.247397473,1.049479495,2.098958989,2.098958989,2.098958989,2.098958989,2.098958989,2.098958989,1.049479495,4.197917978
5,3.058452122,1.529226061,1.529226061,1.529226061,1.529226061,3.058452122,4.587678182,1.529226061,7.646130304,7.646130304,1.529226061,1.529226061,3.058452122,3.058452122,3.058452122,3.058452122,3.058452122,1.529226061,1.529226061
1,1.046590031,0.523295016,0.523295016,1.569885047,1.569885047,0.523295016,1.569885047,1.046590031,2.093180063,1.569885047,0.523295016,0.523295016,0.523295016,0.523295016,1.569885047,0.523295016,1.569885047,0.523295016,1.046590031
4,1.698279267,0.566093089,0.566093089,1.132186178,1.698279267,0.566093089,1.698279267,1.698279267,2.830465445,1.132186178,0.566093089,0.566093089,1.132186178,1.132186178,1.132186178,0.566093089,0.566093089,0.566093089,1.698279267
5,2.011307261,0.670435754,0.670435754,0.670435754,2.681743015,1.340871507,2.011307261,2.681743015,2.011307261,2.681743015,0.670435754,1.340871507,1.340871507,1.340871507,1.340871507,1.340871507,0.670435754,0.670435754,2.681743015
5,1.891795527,1.891795527,0.945897763,2.83769329,4.729488817,1.891795527,3.783591054,3.783591054,4.729488817,3.783591054,0.945897763,2.83769329,2.83769329,2.83769329,2.83769329,2.83769329,2.83769329,0.945897763,3.783591054
1,3.796774938,2.531183292,2.531183292,3.796774938,3.796774938,1.265591646,3.796774938,5.062366584,3.796774938,3.796774938,5.062366584,1.265591646,2.531183292,2.531183292,2.531183292,2.531183292,2.531183292,1.265591646,2.531183292
5,2.189956556,1.094978278,1.094978278,1.094978278,2.189956556,1.094978278,1.094978278,1.094978278,1.094978278,2.189956556,1.094978278,1.094978278,2.189956556,1.094978278,1.094978278,1.094978278,1.094978278,1.094978278,3.284934835
5,4.205143017,2.803428678,2.803428678,4.205143017,4.205143017,2.803428678,4.205143017,5.606857356,4.205143017,7.008571695,1.401714339,1.401714339,4.205143017,4.205143017,2.803428678,2.803428678,2.803428678,1.401714339,4.205143017
3,2.704413143,1.802942095,1.802942095,1.802942095,4.507355239,1.802942095,1.802942095,4.507355239,0.901471048,4.507355239,0.901471048,1.802942095,1.802942095,1.802942095,1.802942095,1.802942095,1.802942095,0.901471048,2.704413143
5,1.979208726,0.989604363,0.989604363,0.989604363,0.989604363,1.979208726,2.968813089,3.958417452,2.968813089,0.989604363,0.989604363,0.989604363,1.979208726,1.979208726,1.979208726,1.979208726,0.989604363,0.989604363,2.968813089
2,1.712296636,2.568444954,0.856148318,1.712296636,2.568444954,0.856148318,3.424593272,1.712296636,1.712296636,3.424593272,1.712296636,0.856148318,1.712296636,0.856148318,1.712296636,0.856148318,1.712296636,0.856148318,2.568444954
5,3.860512332,1.286837444,1.286837444,1.286837444,3.860512332,1.286837444,2.573674888,6.434187219,3.860512332,6.434187219,1.286837444,2.573674888,2.573674888,3.860512332,3.860512332,1.286837444,1.286837444,1.286837444,3.860512332
5,2.573674888,1.286837444,1.286837444,1.286837444,3.860512332,1.286837444,3.860512332,6.434187219,3.860512332,6.434187219,1.286837444,1.286837444,2.573674888,2.573674888,3.860512332,3.860512332,3.860512332,1.286837444,6.434187219
1,2.382170624,0.794056875,0.794056875,0.794056875,0.794056875,0.794056875,0.794056875,3.970284374,2.382170624,2.382170624,0.794056875,1.58811375,1.58811375,1.58811375,2.382170624,1.58811375,0.794056875,0.794056875,2.382170624
5,1.693001866,3.386003732,2.539502799,3.386003732,1.693001866,2.539502799,2.539502799,4.232504665,4.232504665,4.232504665,4.232504665,1.693001866,1.693001866,2.539502799,0.846500933,1.693001866,2.539502799,2.539502799,3.386003732
5,4.039857673,2.693238449,2.693238449,2.693238449,4.039857673,5.386476898,5.386476898,2.693238449,1.346619224,4.039857673,1.346619224,1.346619224,2.693238449,4.039857673,2.693238449,4.039857673,1.346619224,1.346619224,2.693238449
5,6.170229899,1.23404598,1.23404598,4.936183919,4.936183919,6.170229899,6.170229899,1.23404598,6.170229899,6.170229899,1.23404598,2.46809196,2.46809196,2.46809196,2.46809196,2.46809196,2.46809196,1.23404598,1.23404598
5,2.054871317,2.054871317,2.054871317,2.054871317,2.054871317,2.054871317,2.054871317,2.054871317,4.109742634,1.027435659,2.054871317,1.027435659,1.027435659,1.027435659,1.027435659,1.027435659,1.027435659,1.027435659,2.054871317
5,1.329558325,0.332389581,0.332389581,0.664779162,0.997168744,0.664779162,0.997168744,0.332389581,0.332389581,1.329558325,0.332389581,0.664779162,0.664779162,0.664779162,0.664779162,0.664779162,0.664779162,0.664779162,0.997168744
2,2.640877454,2.640877454,1.320438727,1.320438727,2.640877454,2.640877454,2.640877454,2.640877454,6.602193635,2.640877454,1.320438727,1.320438727,3.961316181,3.961316181,3.961316181,3.961316181,3.961316181,1.320438727,3.961316181
4,1.326497981,0.663248991,0.663248991,1.326497981,2.652995963,0.663248991,3.316244953,3.316244953,0.663248991,3.316244953,1.989746972,1.326497981,1.326497981,1.326497981,1.326497981,1.326497981,1.326497981,0.663248991,2.652995963
5,4.032946986,2.688631324,2.688631324,4.032946986,4.032946986,2.688631324,5.377262648,4.032946986,2.688631324,1.344315662,6.721578311,2.688631324,2.688631324,2.688631324,2.688631324,2.688631324,2.688631324,1.344315662,4.032946986
4,1.688440781,0.562813594,0.562813594,1.125627187,2.251254374,1.688440781,2.814067968,2.814067968,0.562813594,2.814067968,0.562813594,1.688440781,1.125627187,1.688440781,1.688440781,0.562813594,1.125627187,0.562813594,1.125627187
4,1.858815057,2.788222586,1.858815057,1.858815057,4.647037643,1.858815057,1.858815057,4.647037643,2.788222586,4.647037643,0.929407529,1.858815057,2.788222586,1.858815057,1.858815057,1.858815057,1.858815057,0.929407529,1.858815057
5,1.132186178,1.132186178,0.566093089,0.566093089,1.132186178,0.566093089,1.132186178,1.132186178,1.132186178,1.132186178,1.132186178,0.566093089,1.132186178,1.132186178,0.566093089,0.566093089,0.566093089,0.566093089,2.830465445
5,1.775804853,1.775804853,1.775804853,1.775804853,0.591934951,1.775804853,1.775804853,2.367739805,2.367739805,1.183869902,2.367739805,1.183869902,1.183869902,1.183869902,0.591934951,1.183869902,1.183869902,0.591934951,2.959674756
1,3.570341426,1.190113809,1.190113809,3.570341426,3.570341426,2.380227617,5.950569044,4.760455235,4.760455235,4.760455235,4.760455235,1.190113809,2.380227617,1.190113809,1.190113809,1.190113809,2.380227617,1.190113809,4.760455235
1,1.837400002,0.918700001,1.837400002,2.756100003,1.837400002,0.918700001,2.756100003,1.837400002,3.674800004,4.593500005,0.918700001,0.918700001,0.918700001,0.918700001,1.837400002,0.918700001,0.918700001,0.918700001,3.674800004
2,2.094350519,2.094350519,1.047175259,2.094350519,2.094350519,1.047175259,2.094350519,5.235876297,1.047175259,1.047175259,1.047175259,2.094350519,1.047175259,1.047175259,2.094350519,3.141525778,2.094350519,1.047175259,4.188701037
5,4.78224753,1.912899012,1.912899012,0.956449506,2.869348518,0.956449506,1.912899012,1.912899012,1.912899012,0.956449506,0.956449506,2.869348518,1.912899012,1.912899012,1.912899012,2.869348518,0.956449506,0.956449506,3.825798024
1,4.804133879,1.60137796,1.60137796,1.60137796,4.804133879,1.60137796,4.804133879,6.405511839,1.60137796,6.405511839,1.60137796,3.202755919,3.202755919,3.202755919,3.202755919,3.202755919,3.202755919,1.60137796,6.405511839
